old_name	name	reason
zModel_Fog_SetHeightLow	zModelFogSetHeightLow	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetLinearModeEnabled	zModelFogSetLinearModeEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Instance_UpdateScrollingTextures	zModelInstanceUpdateScrollingTextures	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Instance_UpdateScrollingTexturesIfNeeded	zModelInstanceUpdateScrollingTexturesIfNeeded	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Light_BuildLightWeights	zModelLightBuildLightWeights	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Light_PointInPolygonInitXZ	zModelLightPointInPolygonInitXZ	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_RenderAlphaScale_SetCurrent	zModelRenderAlphaScaleSetCurrent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_RenderPointQueueEntry	zModelRenderPointQueueEntry	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_RenderVertexAlphaEnabled_SetCurrent	zModelRenderVertexAlphaEnabledSetCurrent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_ApplyPkt01_PlayerColorAssignments	zNetworkApplyPkt01PlayerColorAssignments	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_ApplyStatusFieldsToSessionDesc	zNetworkApplyStatusFieldsToSessionDesc	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_DestroyCachedLocalPlayer	zNetworkDPlayDestroyCachedLocalPlayer	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_ReportError	zNetworkDPlayReportError	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_SendExReliable	zNetworkDPlaySendExReliable	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_SendExUnreliableTracked	zNetworkDPlaySendExUnreliableTracked	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_SendReliable	zNetworkDPlaySendReliable	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_DPlay_SendUnreliable	zNetworkDPlaySendUnreliable	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_ExtractStatusFieldsFromSessionDesc	zNetworkExtractStatusFieldsFromSessionDesc	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_FindPlayerRecordByKey	zNetworkFindPlayerRecordByKey	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_GetLocalPlayerColorIndex	zNetworkGetLocalPlayerColorIndex	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_GetLocalPlayerKey	zNetworkGetLocalPlayerKey	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_GetPlayerColorIndexByKey	zNetworkGetPlayerColorIndexByKey	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_GetPlayerRecordCount	zNetworkGetPlayerRecordCount	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_SendPacketReliable	zNetworkSendPacketReliable	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zNetwork_SendPacketUnreliable	zNetworkSendPacketUnreliable	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zOpt_CameraSection_GetActiveCamera	zOptCameraSectionGetActiveCamera	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zOpt_DisplaySection_GetHeight	zOptDisplaySectionGetHeight	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zOpt_DisplaySection_GetWidth	zOptDisplaySectionGetWidth	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zOpt_GetPlayerName	zOptGetPlayerName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zOpt_GetWolPasswordFlagValue	zOptGetWolPasswordFlagValue	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zReader_FileExists_Wrapper	zReaderFileExistsWrapper	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zReader_ReadString	zReaderReadString	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawCircleOctants16_Framebuffer	zRndrDrawCircleOctants16Framebuffer	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawCircleOutline16_Framebuffer	zRndrDrawCircleOutline16Framebuffer	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawClippedImmediateLineStrip	zRndrDrawClippedImmediateLineStrip	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawFlatImmediate	zRndrDrawFlatImmediate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawFlatQueued	zRndrDrawFlatQueued	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawImmediateLine	zRndrDrawImmediateLine	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawLine16	zRndrDrawLine16	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawLine16_Clipped	zRndrDrawLine16Clipped	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawLine16_Segmented	zRndrDrawLine16Segmented	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawTexturedFanTri	zRndrDrawTexturedFanTri	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawTexturedQueued	zRndrDrawTexturedQueued	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_DrawTexturedQueuedAlpha	zRndrDrawTexturedQueuedAlpha	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FillSpan16Opaque	zRndrFillSpan16Opaque	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FillSpan555Solid	zRndrFillSpan555Solid	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FillSpan565Solid	zRndrFillSpan565Solid	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FlushOverwriteQueue	zRndrFlushOverwriteQueue	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FlushTransparentQueue	zRndrFlushTransparentQueue	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_FogTargetColorStaged_SetRgb01Clamped	zRndrFogTargetColorStagedSetRgb01Clamped	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_BuildVisibleSampleListFromQueue	zRndrLensFlareBuildVisibleSampleListFromQueue	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_DrawQueuedSamples16_AndBuildVisibleList	zRndrLensFlareDrawQueuedSamples16AndBuildVisibleList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_DrawSampleStageClipped	zRndrLensFlareDrawSampleStageClipped	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_DrawVisibleSample	zRndrLensFlareDrawVisibleSample	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_DrawVisibleSampleStages	zRndrLensFlareDrawVisibleSampleStages	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_DrawVisibleSamples	zRndrLensFlareDrawVisibleSamples	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_GetQueuedSampleCount	zRndrLensFlareGetQueuedSampleCount	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_QueueProjectedSample	zRndrLensFlareQueueProjectedSample	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_LensFlare_SetVisibleSampleStage	zRndrLensFlareSetVisibleSampleStage	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_OverlayRect_FlushSw	zRndrOverlayRectFlushSw	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_OverlayRect_Submit	zRndrOverlayRectSubmit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_PlotPixel16	zRndrPlotPixel16	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_RasterizePoly	zRndrRasterizePoly	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_RasterizePolyWithSpanList	zRndrRasterizePolyWithSpanList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SetPaletteRemapKey	zRndrSetPaletteRemapKey	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SetPaletteRemapKeyFromRgb01	zRndrSetPaletteRemapKeyFromRgb01	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SetPaletteShadeRecipeIndex	zRndrSetPaletteShadeRecipeIndex	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_BuildSpanList	zRndrSpanOcclusionBuildSpanList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_BuildSpanListFast	zRndrSpanOcclusionBuildSpanListFast	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_FilterSampleList	zRndrSpanOcclusionFilterSampleList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_InsertSpanNode_NoDepthTest	zRndrSpanOcclusionInsertSpanNodeNoDepthTest	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_TestColumnVisibility	zRndrSpanOcclusionTestColumnVisibility	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_TestPointVisibility	zRndrSpanOcclusionTestPointVisibility	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_TestSample	zRndrSpanOcclusionTestSample	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SpanOcclusion_TestSpanDepthOrderPair	zRndrSpanOcclusionTestSpanDepthOrderPair	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SubmitPolyWithSpanList	zRndrSubmitPolyWithSpanList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SubmitTexturedPolyPerVertexAlphaOrShade	zRndrSubmitTexturedPolyPerVertexAlphaOrShade	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_SubmitTexturedPolyUniformAlphaOrShade	zRndrSubmitTexturedPolyUniformAlphaOrShade	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zRndr_TextureMip_SelectVariantImage	zRndrTextureMipSelectVariantImage	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndBackend_InitA3D	zSndBackendInitA3D	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndBackend_InitDirectSound	zSndBackendInitDirectSound	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndFadeActiveList_TickAll	zSndFadeActiveListTickAll	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndGroup_LoadConfigBlock	zSndGroupLoadConfigBlock	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndGroup_LoadFromConfigNode	zSndGroupLoadFromConfigNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndGroup_QueuePendingLoadsFromConfigNode	zSndGroupQueuePendingLoadsFromConfigNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndPendingList_FindByName	zSndPendingListFindByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndPendingList_MatchNamePredicate	zSndPendingListMatchNamePredicate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndPlayHandle_TryDisableManaged	zSndPlayHandleTryDisableManaged	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndPlayHandle_TryEnableManaged	zSndPlayHandleTryEnableManaged	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSetRegistry_DestroyAll	zSndSampleSetRegistryDestroyAll	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSetRegistry_FindByName	zSndSampleSetRegistryFindByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSetRegistry_GetByIndex	zSndSampleSetRegistryGetByIndex	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSetRegistry_GetCount	zSndSampleSetRegistryGetCount	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSet_DestroyByName	zSndSampleSetDestroyByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSampleSet_InitByName	zSndSampleSetInitByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSample_CreateQueuedStreamingSample	zSndSampleCreateQueuedStreamingSample	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSample_PlaySimple	zSndSamplePlaySimple	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndStreamMgr_EnsureInit	zSndStreamMgrEnsureInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndStreamMgr_RecycleFinishedRequest	zSndStreamMgrRecycleFinishedRequest	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndStreamRequest_MatchGroupPredicate	zSndStreamRequestMatchGroupPredicate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndStreamRequest_StopIfActive	zSndStreamRequestStopIfActive	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSystem_Init	zSndSystemInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSystem_InitLegacySetsSyntax	zSndSystemInitLegacySetsSyntax	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSndSystem_InitNamedSetsSyntax	zSndSystemInitNamedSetsSyntax	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSnd_GetSpeedOfSoundMps	zSndGetSpeedOfSoundMps	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSnd_PreInitializeRuntimeState	zSndPreInitializeRuntimeState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSnd_Tick	zSndTick	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zSnd_UpdateListenerState	zSndUpdateListenerState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_SaveGameStateList_AllocAppend	zUtilSaveGameStateListAllocAppend	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_SaveGameStateList_Init	zUtilSaveGameStateListInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_AddPath	zRdrAddPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_CreateSearchPathList	zRdrCreateSearchPathList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_Exit	zRdrExit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_FreeNode	zRdrFreeNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_FreeNodePool	zRdrFreeNodePool	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_FreePathList	zRdrFreePathList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_FreeScratchSearchPathList	zRdrFreeScratchSearchPathList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_FreeSearchPathList	zRdrFreeSearchPathList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_GrowNodePool	zRdrGrowNodePool	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_InitWildcardPath	zRdrInitWildcardPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_NextWildcardPath	zRdrNextWildcardPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_OpenFileResolved	zRdrOpenFileResolved	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_ResolvePathInSearchPathList	zRdrResolvePathInSearchPathList	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_SearchPathContainsFilePredicate	zRdrSearchPathContainsFilePredicate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_SetPath	zRdrSetPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_ShutdownWildcardPath	zRdrShutdownWildcardPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_StrCmpPredicate	zRdrStrCmpPredicate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zUtil_ZRDR_Unmount	zRdrUnmount	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVec3_Make	zVec3Make	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_Image_SetPixels	zVidImageSetPixels	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PackColor00RRGGBB	zVidPackColor00RRGGBB	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PackColorRGB	zVidPackColorRGB	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PackColorRgbFloats	zVidPackColorRgbFloats	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PaletteRemap_BuildAllRecipeVariantsForPalette	zVidPaletteRemapBuildAllRecipeVariantsForPalette	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PaletteRemap_BuildPaletteVariant	zVidPaletteRemapBuildPaletteVariant	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_PaletteRemap_FindRecipeIndexFromRgb	zVidPaletteRemapFindRecipeIndexFromRgb	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_TexturePackEntry_LoadFromFile	zVidTexturePackEntryLoadFromFile	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_TexturePack_EnsureBuiltinTexturePacksLoaded	zVidTexturePackEnsureBuiltinTexturePacksLoaded	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_TexturePack_EnsureDefaultImagePackLoaded	zVidTexturePackEnsureDefaultImagePackLoaded	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_TexturePack_LoadBuiltinImageByName	zVidTexturePackLoadBuiltinImageByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVid_TexturePack_LoadImageByName	zVidTexturePackLoadImageByName	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_BlendFramebufferPixelAlpha8	zVideoBlendFramebufferPixelAlpha8	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_BlendPixel555Alpha8	zVideoBlendPixel555Alpha8	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_BlendPixel565Alpha8	zVideoBlendPixel565Alpha8	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_DotVec3	zVideoDotVec3	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_FrustumTestSphereClipMask	zVideoFrustumTestSphereClipMask	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_GetAlphaSkipThreshold	zVideoGetAlphaSkipThreshold	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_RestoreIconicFullscreenWindowIfNeeded	zVideoRestoreIconicFullscreenWindowIfNeeded	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_SetActiveViewContext	zVideoSetActiveViewContext	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_SetClearColorPacked16	zVideoSetClearColorPacked16	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_SetPendingFogTargetColorFromRgb01	zVideoSetPendingFogTargetColorFromRgb01	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_SubtractVec3	zVideoSubtractVec3	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_TestSpherePlane	zVideoTestSpherePlane	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_UpdateProjectionStateFromCameraData	zVideoUpdateProjectionStateFromCameraData	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_buff_CaptureSurfaceToImage	zVideobuffCaptureSurfaceToImage	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zVideo_sw_RenderFrame	zVideoswRenderFrame	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
