old_name	name	source	shape	disposition	confidence	reason
zEffectAnimNodeRef28	zEffectAnimNodeRef28	src/GameZRecoil/zEffect/zeff.h:468	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimRuntimeNodeRef	zEffectAnimRuntimeNodeRef	src/GameZRecoil/zEffect/zeff.h:473	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSampleRef	zEffectAnimSampleRef	src/GameZRecoil/zEffect/zeff.h:479	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimTemplateIndexRef	zEffectAnimTemplateIndexRef	src/GameZRecoil/zEffect/zeff.h:484	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimRuntimeRef	zEffectAnimRuntimeRef	src/GameZRecoil/zEffect/zeff.h:489	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimActivationPrereq	zEffectAnimActivationPrereq	src/GameZRecoil/zEffect/zeff.h:496	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimEntry	zEffectAnimEntry	src/GameZRecoil/zEffect/zeff.h:505	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimTextIdEntry	zEffectAnimTextIdEntry	src/GameZRecoil/zEffect/zeff.h:559	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSourceFileStamp	zEffectAnimSourceFileStamp	src/GameZRecoil/zEffect/zeff.h:564	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimActivationRecord	zEffectAnimActivationRecord	src/GameZRecoil/zEffect/zeff.h:575	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimZbdHeaderBlock	zEffectAnimZbdHeaderBlock	src/GameZRecoil/zEffect/zeff_anim_init.c:31	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimZbdFilePrefix	zEffectAnimZbdFilePrefix	src/GameZRecoil/zEffect/zeff_anim_init.c:50	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimTrackedNodeSaveRecord	zEffectAnimTrackedNodeSaveRecord	src/GameZRecoil/zEffect/zeff_anim_save.c:32	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimActivationSaveRecord	zEffectAnimActivationSaveRecord	src/GameZRecoil/zEffect/zeff_anim_save.c:41	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSaveHeader	zEffectAnimSaveHeader	src/GameZRecoil/zEffect/zeff_anim_save.c:50	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSaveRecord	zEffectAnimSaveRecord	src/GameZRecoil/zEffect/zeff_anim_save.c:60	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimRunningSaveHeader	zEffectAnimRunningSaveHeader	src/GameZRecoil/zEffect/zeff_anim_save.c:90	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimRuntimeNodeSaveRecord	zEffectAnimRuntimeNodeSaveRecord	src/GameZRecoil/zEffect/zeff_anim_save.c:112	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSoundNodeSaveRecord	zEffectAnimSoundNodeSaveRecord	src/GameZRecoil/zEffect/zeff_anim_save.c:121	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_Rect	zFMV_Rect	src/GameZRecoil/zFMV/fmv.h:38	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_Playback	CZFMVPlayback	src/GameZRecoil/zFMV/fmv.h:48	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_Action	zFMV_Action	src/GameZRecoil/zFMV/fmv.h:85	class/interface	deferred	Inferred or retained external spelling	Defer class spelling change: four existing governed folded-alias bindings embed these three class names. Preserve those accepted alias source bindings in this names-only pass.
zFMV_ActionImage	CZFMVActionImage	src/GameZRecoil/zFMV/fmv.h:111	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionFade	CZFMVActionFade	src/GameZRecoil/zFMV/fmv.h:145	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlayAvi	CZFMVActionPlayAvi	src/GameZRecoil/zFMV/fmv.h:176	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlayMci	CZFMVActionPlayMci	src/GameZRecoil/zFMV/fmv.h:205	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionWait	CZFMVActionWait	src/GameZRecoil/zFMV/fmv.h:228	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionBlur	zFMV_ActionBlur	src/GameZRecoil/zFMV/fmv.h:256	class/interface	deferred	Inferred or retained external spelling	Defer class spelling change: four existing governed folded-alias bindings embed these three class names. Preserve those accepted alias source bindings in this names-only pass.
zFMV_ActionBlurH	CZFMVActionBlurH	src/GameZRecoil/zFMV/fmv.h:280	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionBlurV	CZFMVActionBlurV	src/GameZRecoil/zFMV/fmv.h:300	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlaySound	CZFMVActionPlaySound	src/GameZRecoil/zFMV/fmv.h:320	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_Script	zFMV_Script	src/GameZRecoil/zFMV/fmv.h:348	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_Stream	zFMV_Stream	src/GameZRecoil/zFMV/fmv.h:377	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_MciWindowParams	zFMV_MciWindowParams	src/GameZRecoil/zFMV/fmv_main.cpp:39	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_MciRectParams	zFMV_MciRectParams	src/GameZRecoil/zFMV/fmv_main.cpp:46	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_MciSetParams	zFMV_MciSetParams	src/GameZRecoil/zFMV/fmv_main.cpp:54	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_MciPlayParams	zFMV_MciPlayParams	src/GameZRecoil/zFMV/fmv_main.cpp:60	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zFMV_ActionTagStringSet	zFMV_ActionTagStringSet	src/GameZRecoil/zFMV/fmv_script.cpp:22	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zOptionEntryPartial	zOptionEntryPartial	src/GameZRecoil/zGame/zgame.h:8	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zOpt_ViewRectSection	zOpt_ViewRectSection	src/GameZRecoil/zGame/zgame.h:19	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zOpt_CameraSection	zOpt_CameraSection	src/GameZRecoil/zGame/zgame.h:37	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGame_OptionsPointerCache	zGame_OptionsPointerCache	src/GameZRecoil/zGame/zgame.h:45	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGame_OptionsRuntimeConfig	zGame_OptionsRuntimeConfig	src/GameZRecoil/zGame/zgame.h:86	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_BoundsXY	zGeometry_BoundsXY	src/GameZRecoil/zGeometry/zgeo.h:22	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerBufferPartial	zGeometry_WeilerBufferPartial	src/GameZRecoil/zGeometry/zgeo.h:29	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerContourSegmentPartial	zGeometry_WeilerContourSegmentPartial	src/GameZRecoil/zGeometry/zgeo.h:37	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerXingPartial	zGeometry_WeilerXingPartial	src/GameZRecoil/zGeometry/zgeo.h:55	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerContourOutputPartial	zGeometry_WeilerContourOutputPartial	src/GameZRecoil/zGeometry/zgeo.h:68	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_PolygonPointSpanPartial	zGeometry_PolygonPointSpanPartial	src/GameZRecoil/zGeometry/zgeo.h:74	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_PolygonSpanArrayPartial	zGeometry_PolygonSpanArrayPartial	src/GameZRecoil/zGeometry/zgeo.h:79	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ConvexPolygonSetPartial	zGeometry_ConvexPolygonSetPartial	src/GameZRecoil/zGeometry/zgeo.h:84	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_TriangleDwordOffsetList	zGeometry_TriangleDwordOffsetList	src/GameZRecoil/zGeometry/zgeo.h:91	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_TriangleIndexTriple	zGeometry_TriangleIndexTriple	src/GameZRecoil/zGeometry/zgeo.h:96	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_TriangulateHole_EdgeState	zGeometry_TriangulateHole_EdgeState	src/GameZRecoil/zGeometry/zgeo.h:102	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_PlaneEquationPartial	zGeometry_PlaneEquationPartial	src/GameZRecoil/zGeometry/zgeo.h:108	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_TriangleSoup	zGeometry_TriangleSoup	src/GameZRecoil/zGeometry/zgeo.h:115	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_PolygonSplitDwordOffsetListPair	zGeometry_PolygonSplitDwordOffsetListPair	src/GameZRecoil/zGeometry/zgeo.h:120	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_PointListPartial	zGeometry_PointListPartial	src/GameZRecoil/zGeometry/zgeo.h:126	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerClipOutputPartial	zGeometry_WeilerClipOutputPartial	src/GameZRecoil/zGeometry/zgeo.h:131	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ClipPolygonPartial	zGeometry_ClipPolygonPartial	src/GameZRecoil/zGeometry/zgeo.h:138	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_WeilerStatePartial	zGeometry_WeilerStatePartial	src/GameZRecoil/zGeometry/zgeo.h:145	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ClipPatchNodeDiPair	zGeometry_ClipPatchNodeDiPair	src/GameZRecoil/zGeometry/zgeo.h:166	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ClipPatchOutputPartial	zGeometry_ClipPatchOutputPartial	src/GameZRecoil/zGeometry/zgeo.h:173	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ClipPatchPartitionOutput	zGeometry_ClipPatchPartitionOutput	src/GameZRecoil/zGeometry/zgeo.h:180	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_PolygonUvBasis	zModel_PolygonUvBasis	src/GameZRecoil/zGeometry/zgeo.h:188	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_PolygonPartial	zModel_PolygonPartial	src/GameZRecoil/zGeometry/zgeo.h:194	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_DrawBatchBasePartial	zModel_DrawBatchBasePartial	src/GameZRecoil/zGeometry/zgeo.h:204	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zGeometry_ClipPatchModelNodeBoundsView	zGeometry_ClipPatchModelNodeBoundsView	src/GameZRecoil/zGeometry/zgeo_model.cpp:40	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
WeilerPreclassifyContourPacket	WeilerPreclassifyContourPacket	src/GameZRecoil/zGeometry/zgeo_weiler.cpp:193	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
WeilerPointBoundsXY	WeilerPointBoundsXY	src/GameZRecoil/zGeometry/zgeo_weiler.cpp:202	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zTimedTask	zTimedTask	src/GameZRecoil/zHud/zhud_ui.h:58	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrSensorTrackNode	HudUiMgrSensorTrackNode	src/GameZRecoil/zHud/zhud_ui.h:106	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrSensorTrackList	HudUiMgrSensorTrackList	src/GameZRecoil/zHud/zhud_ui.h:114	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiRect	HudUiRect	src/GameZRecoil/zHud/zhud_ui.h:154	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiRectDirty	HudUiRectDirty	src/GameZRecoil/zHud/zhud_ui.h:161	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiElement	HudUiElement	src/GameZRecoil/zHud/zhud_ui.h:176	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiWidget	HudUiWidget	src/GameZRecoil/zHud/zhud_ui.h:268	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiContainer	HudUiContainer	src/GameZRecoil/zHud/zhud_ui.h:363	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudLayoutBase	HudLayoutBase	src/GameZRecoil/zHud/zhud_ui.h:384	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudLayoutSW	HudLayoutSW	src/GameZRecoil/zHud/zhud_ui.h:401	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudLayoutHW	HudLayoutHW	src/GameZRecoil/zHud/zhud_ui.h:406	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
StdPtrVector	StdPtrVector	src/GameZRecoil/zHud/zhud_ui.h:605	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPrimitiveBindTarget	HudUiPrimitiveBindTarget	src/GameZRecoil/zHud/zhud_ui.h:618	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTextLabel	HudUiTextLabel	src/GameZRecoil/zHud/zhud_ui.h:636	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCircle	HudUiCircle	src/GameZRecoil/zHud/zhud_ui.h:692	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackgroundContainer	HudUiBackgroundContainer	src/GameZRecoil/zHud/zhud_ui.h:726	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackgroundSoundEntry	HudUiBackgroundSoundEntry	src/GameZRecoil/zHud/zhud_ui.h:739	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiDialogController	HudUiDialogController	src/GameZRecoil/zHud/zhud_ui.h:745	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackgroundCursorWidget	HudUiBackgroundCursorWidget	src/GameZRecoil/zHud/zhud_ui.h:752	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackgroundVideoWidget	HudUiBackgroundVideoWidget	src/GameZRecoil/zHud/zhud_ui.h:780	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackgroundMemberCursorWidget	HudUiBackgroundMemberCursorWidget	src/GameZRecoil/zHud/zhud_ui.h:797	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiZrdWidget	HudUiZrdWidget	src/GameZRecoil/zHud/zhud_ui.h:823	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCheckToggleWidget	HudUiCheckToggleWidget	src/GameZRecoil/zHud/zhud_ui.h:866	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCycleSelectorWidget	HudUiCycleSelectorWidget	src/GameZRecoil/zHud/zhud_ui.h:891	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiFillBitmap	HudUiFillBitmap	src/GameZRecoil/zHud/zhud_ui.h:936	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiFillBitmapSlider	HudUiFillBitmapSlider	src/GameZRecoil/zHud/zhud_ui.h:967	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiZrdWidgetEx17C_Item	CHudRadioButtonWidget	src/GameZRecoil/zHud/zhud_ui.h:972	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiZrdWidgetEx17C	CHudRadioGroupWidget	src/GameZRecoil/zHud/zhud_ui.h:1000	class/interface	renamed	Same-engine default / inferred	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPanel	HudUiPanel	src/GameZRecoil/zHud/zhud_ui.h:1024	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiListSelectorItem	HudUiListSelectorItem	src/GameZRecoil/zHud/zhud_ui.h:1169	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBinding	HudCmdBinding	src/GameZRecoil/zHud/zhud_ui.h:1193	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBindingVector	HudCmdBindingVector	src/GameZRecoil/zHud/zhud_ui.h:1200	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBindingEntry	HudCmdBindingEntry	src/GameZRecoil/zHud/zhud_ui.h:1266	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBindingEntryDelete	HudCmdBindingEntryDelete	src/GameZRecoil/zHud/zhud_ui.h:1323	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBindButtonBase	HudCmdBindButtonBase	src/GameZRecoil/zHud/zhud_ui.h:1410	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdBindButton	HudCmdBindButton	src/GameZRecoil/zHud/zhud_ui.h:1468	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdCommandList	HudCmdCommandList	src/GameZRecoil/zHud/zhud_ui.h:1472	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdKeyAButton	HudCmdKeyAButton	src/GameZRecoil/zHud/zhud_ui.h:1491	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdKeyBButton	HudCmdKeyBButton	src/GameZRecoil/zHud/zhud_ui.h:1512	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdJoyButton	HudCmdJoyButton	src/GameZRecoil/zHud/zhud_ui.h:1533	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdMouseButton	HudCmdMouseButton	src/GameZRecoil/zHud/zhud_ui.h:1554	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMessageBoxOkButton	HudUiMessageBoxOkButton	src/GameZRecoil/zHud/zhud_ui.h:1577	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMessageBoxCancelButton	HudUiMessageBoxCancelButton	src/GameZRecoil/zHud/zhud_ui.h:1582	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTripletPanel	HudUiTripletPanel	src/GameZRecoil/zHud/zhud_ui.h:1592	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiNanitePanel	HudUiNanitePanel	src/GameZRecoil/zHud/zhud_ui.h:1605	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPanelFull	HudUiPanelFull	src/GameZRecoil/zHud/zhud_ui.h:1609	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPanelFontParams	HudUiPanelFontParams	src/GameZRecoil/zHud/zhud_ui.h:1615	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMessage	HudUiMessage	src/GameZRecoil/zHud/zhud_ui.h:1627	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBarPoint	HudUiBarPoint	src/GameZRecoil/zHud/zhud_ui.h:1671	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPolylinePoint	HudUiPolylinePoint	src/GameZRecoil/zHud/zhud_ui.h:1677	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPolyline	HudUiPolyline	src/GameZRecoil/zHud/zhud_ui.h:1682	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiSliderBorder	HudUiSliderBorder	src/GameZRecoil/zHud/zhud_ui.h:1698	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCounter	HudUiCounter	src/GameZRecoil/zHud/zhud_ui.h:1724	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBar	HudUiBar	src/GameZRecoil/zHud/zhud_ui.h:1736	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiManagerMeterBaseCandidate	HudUiManagerMeterBaseCandidate	src/GameZRecoil/zHud/zhud_ui.h:1771	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiManagerMeterCandidate	HudUiManagerMeterCandidate	src/GameZRecoil/zHud/zhud_ui.h:1775	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
