source	old_name	name	disposition	confidence	reason
src/Battlesport/WOL.cpp:4419	WestwoodOnlineUpgradeDialog::ShowDownloadReadyList	WestwoodOnlineUpgradeDialog::ShowDownloadReadyList	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4467	WestwoodOnlineUpgradeDownloadEventSink::CreateInstance	WestwoodOnlineUpgradeDownloadEventSink::CreateInstance	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4491	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadFinished	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadFinished	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4504	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadError	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadError	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4518	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadProgress	WestwoodOnlineUpgradeDownloadEventSink::OnDownloadProgress	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4553	WestwoodOnlineUpgradeDownloadEventSink::OnStateChanged	WestwoodOnlineUpgradeDownloadEventSink::OnStateChanged	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4572	WestwoodOnlineUpgradeDownloadEventSink::AddRef	WestwoodOnlineUpgradeDownloadEventSink::AddRef	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4582	WestwoodOnlineUpgradeApiEventSink::AddRef	WestwoodOnlineUpgradeApiEventSink::AddRef	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4591	WestwoodOnlineUpgradeDownloadEventSink::Release	WestwoodOnlineUpgradeDownloadEventSink::Release	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4609	WestwoodOnlineUpgradeDownloadEventSink::QueryInterface	WestwoodOnlineUpgradeDownloadEventSink::QueryInterface	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/WOL.cpp:4626	WestwoodOnlineUpgradeDownloadEventSink::~WestwoodOnlineUpgradeDownloadEventSink	WestwoodOnlineUpgradeDownloadEventSink::~WestwoodOnlineUpgradeDownloadEventSink	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:105	CZGameFrame::~CZGameFrame	CZGameFrame::~CZGameFrame	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:117	CZGameFrame::IsWindowValid	CZGameFrame::IsWindowValid	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:134	CZGameFrame::BuildWindowTitle	CZGameFrame::BuildWindowTitle	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:144	CZGameFrame::OnClose	CZGameFrame::OnClose	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:155	CZGameFrame::OnPaint	CZGameFrame::OnPaint	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:201	CZGameFrame::OnSize	CZGameFrame::OnSize	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:214	zVid::UpdateCachedClientRectIfUpdateMaskEnabled	zVid::UpdateCachedClientRectIfUpdateMaskEnabled	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:227	CZGameFrame::OnMove	CZGameFrame::OnMove	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:242	CZGameFrame::OnCreate	CZGameFrame::OnCreate	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:267	CZGameFrame::OnDestroy	CZGameFrame::OnDestroy	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:282	CZGameFrame::OnActivate	CZGameFrame::OnActivate	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/CZGameFrame/CZGameFrame.cpp:313	CZGameFrame::OnAppIdleDispatchMessage	CZGameFrame::OnAppIdleDispatchMessage	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Messages/messages.c:11	ZLocGetID	ZLocGetID	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:81	zVec3_Make	zVec3Make	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:1976	zClass_NodeSlotFromNode	zClassNodeSlotFromNode	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:1989	zClass_NodeSlotFromNode	zClassNodeSlotFromNode	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:2002	zClass_NodeViewSphereCenter	zClassNodeViewSphereCenter	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:2016	zClass_NodeViewSphereCenter	zClassNodeViewSphereCenter	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:2029	zClass_NodeViewSphereRadius	zClassNodeViewSphereRadius	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:2043	zClass_NodeViewSphereRadius	zClassNodeViewSphereRadius	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:3326	Bucket	Bucket	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:3340	Head	Head	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:3353	Tail	Tail	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:3367	PendingRemovalDirty	PendingRemovalDirty	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/include/zClass.h:3416	SetPendingRemovalDirty	SetPendingRemovalDirty	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/westwoodonline/WolapiProgressDialog.cpp:21	WestwoodOnlineUpgradeProgressDialog::WestwoodOnlineUpgradeProgressDialog	WestwoodOnlineUpgradeProgressDialog::WestwoodOnlineUpgradeProgressDialog	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/westwoodonline/WolapiProgressDialog.cpp:40	WestwoodOnlineUpgradeProgressCDialogMessageMapAccessor::GetMessageMap	WestwoodOnlineUpgradeProgressCDialogMessageMapAccessor::GetMessageMap	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/westwoodonline/WolapiProgressDialog.cpp:50	WestwoodOnlineUpgradeProgressDialog::GetBaseMessageMapForMfc	WestwoodOnlineUpgradeProgressDialog::GetBaseMessageMapForMfc	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/westwoodonline/WolapiProgressDialog.cpp:70	WestwoodOnlineUpgradeProgressDialog::GetMessageMap	WestwoodOnlineUpgradeProgressDialog::GetMessageMap	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/westwoodonline/WolapiProgressDialog.cpp:80	WestwoodOnlineUpgradeProgressDialog::SetStatusTextFmt	WestwoodOnlineUpgradeProgressDialog::SetStatusTextFmt	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:26	DeleteNode	DeleteNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:35	AddChild	AddChild	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:59	RemoveChild	RemoveChild	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:94	UpdateNode	UpdateNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:127	AdvanceTime	AdvanceTime	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Animate.c:171	SampleTransform	SampleTransform	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:225	SetViewDistance	SetViewDistance	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:242	gwCameraNew	gwCameraNew	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:277	gwCameraAddChild	gwCameraAddChild	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:300	gwCameraRemoveChild	gwCameraRemoveChild	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:323	gwCameraSetActive	gwCameraSetActive	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:336	gwCameraSetFlagBit0	gwCameraSetFlagBit0	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:362	SetTargetNode	SetTargetNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:374	SetActiveCamera	SetActiveCamera	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:388	SetObjectHseTestEnabled	SetObjectHseTestEnabled	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:393	gwCameraSetWorld	gwCameraSetWorld	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:455	gwCameraGetWorld	gwCameraGetWorld	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:461	gwCameraSetWindow	gwCameraSetWindow	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:477	gwCameraSetPosition	gwCameraSetPosition	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:507	ActivateChildren	ActivateChildren	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:531	gwCameraTranslate	gwCameraTranslate	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:560	gwCameraGetPosition	gwCameraGetPosition	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:584	gwCameraSetTarget	gwCameraSetTarget	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:613	gwCameraTranslateTarget	gwCameraTranslateTarget	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:642	gwCameraGetTarget	gwCameraGetTarget	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:667	gwCameraSetNearFarClip	gwCameraSetNearFarClip	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:690	gwCameraGetNearFarClip	gwCameraGetNearFarClip	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:712	gwCameraSetViewport	gwCameraSetViewport	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:755	gwCameraGetViewport	gwCameraGetViewport	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:777	gwCameraSetFOV	gwCameraSetFOV	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:823	gwCameraGetFOV	gwCameraGetFOV	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:839	gwCameraGetClipDistance	gwCameraGetClipDistance	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:859	gwCameraSetClipDistance	gwCameraSetClipDistance	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:880	gwCameraSetHorizon	gwCameraSetHorizon	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:900	gwCameraSetHorizonXZ	gwCameraSetHorizonXZ	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:925	gwCameraUpdate	gwCameraUpdate	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:944	UpdateImpl	UpdateImpl	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1005	BuildWorldTransform	BuildWorldTransform	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1071	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1159	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1256	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1354	CullNodeForRender	CullNodeForRender	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1406	PushObjectMatrix	PushObjectMatrix	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1437	PushObjectRenderState	PushObjectRenderState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1483	PopObjectRenderState	PopObjectRenderState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1524	RenderObjectChildren	RenderObjectChildren	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1549	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1773	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:1870	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2087	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2161	RenderTraverse	RenderTraverse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2237	gwNodeRenderDispatch	gwNodeRenderDispatch	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2277	FastAngleXZ	FastAngleXZ	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2309	FindConvexHullXZ	FindConvexHullXZ	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2383	BuildFrustumGridTiles	BuildFrustumGridTiles	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2611	BuildFrustumGridTilesFromParams	BuildFrustumGridTilesFromParams	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:2884	RenderFrustumGridTiles	RenderFrustumGridTiles	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3014	RenderOverlayNodes	RenderOverlayNodes	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3028	RenderWorld	RenderWorld	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3037	gwCameraSetVariantTagOverride	gwCameraSetVariantTagOverride	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3072	SyncViewContextPositions	SyncViewContextPositions	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3112	RenderScene	RenderScene	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3228	zVideo_sw_RenderFrame	zVideoswRenderFrame	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Camera.c:3385	DeleteNode	DeleteNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:246	Vec3At	Vec3At	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:258	Vec3At	Vec3At	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:290	MergeBBoxes	MergeBBoxes	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:309	CopyBBoxToCachedBounds	CopyBBoxToCachedBounds	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:327	AllocNodeFromFreeList	gwNodeNew	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:368	DeleteNodeByType	DeleteNodeByType	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/GameZRecoil/zClass/Class.c:422	FreeNodeToFreeList	FreeNodeToFreeList	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
